Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
4130	-11637.05	-11688.34	51.28755	0.6499303	0.006017891	0.03805708	0.05326049	0.01096515	0.07277769	0.002490692	0.02011882	0.005357567	0.01124479	0.01024817	0.01022976	0.062466	0.02094324	0.04889825	0.03745573	0.07736354	0.02005352	0.001035415	0.1327732	0.06655882	0.01288583	0.002582858	0.02065102	0.04515499	0.01403159	0.001615282	0.0552775	0.01152768	0.103307	0.0406337	0.1182718	0.01100779	0.08337542	0.102835	0.04213184	0.05511527	0.1855337	0.005812823	0.05609816	0.01798317	0.01000333	0.005461191	0.04365071	0.007076028	0.003379965	0.03000395	0.06053696	0.000823548	0.0210891	0.0163406	0.0633815	0.03756384	0.05666862	0.01739209	0.01712696	0.009651861	0.003041881	0.006359484	0.01342171	0.02051994	0.02254971	0.02231088	0.01898569	0.00936348	0.004507922	0.1582868	0.0169967	0.007903644	0.02709195	0.07829373	0.02526984	0.007574657	0.01678495	0.01913928	0.01009611	0.03621956	0.00372586	0.02595193	0.02071562	0.003027831	0.07856529	0.01230935	0.01736612	0.0135241	0.008333086	0.01188326	0.05651287	0.02499392	0.07288481	0.003379507	0.01843587	0.02699185	0.09001097	0.029122	0.005896833	0.007183082	0.006157249	0.16048	0.187368	0.166083	0.156413	0.165242	0.164412	0.003924868	0.259405	0.234168	0.264143	0.242285	0.063543	0.338916	0.904801	2.69274	3.155988
4140	-11633.59	-11681.8	48.21782	0.6793188	0.009321105	0.03406549	0.05776708	0.01178692	0.04891404	0.002527574	0.03032676	0.004253248	0.02497727	0.01091605	0.01323911	0.07032388	0.02314389	0.04012423	0.03693887	0.09371624	0.01913835	0.0005383592	0.1187974	0.08116459	0.02660983	0.002106313	0.01595655	0.0546731	0.01481402	0.0009432667	0.08102	0.01236432	0.1031148	0.02095353	0.1290024	0.01288124	0.06473354	0.09625237	0.04861382	0.05303624	0.16252	0.008375152	0.07087772	0.01136608	0.007189453	0.005583346	0.07231051	0.003187618	0.004667125	0.04241993	0.0592727	0.0006519149	0.01216609	0.01494173	0.07483462	0.02494407	0.05869269	0.02466731	0.02082168	0.01728184	0.004761723	0.003419188	0.01237032	0.008590613	0.0293689	0.02194797	0.03013965	0.01394221	0.005630871	0.1709356	0.0246079	0.01299592	0.04874335	0.07103771	0.01430755	0.006230576	0.01592194	0.01111489	0.01332899	0.05901931	0.004767837	0.03210616	0.03039619	0.002461712	0.06004576	0.00772205	0.02392859	0.01624727	0.02258855	0.02430034	0.06649503	0.01431979	0.07413075	0.004896744	0.016006	0.02199731	0.1194223	0.03409059	0.004218615	0.008500648	0.01496121	0.161424	0.182591	0.167059	0.157333	0.166214	0.165379	0.003053787	0.259405	0.234168	0.264143	0.242285	0.0697774	0.353607	0.916957	2.65966	3.347846
4150	-11631.21	-11682.08	50.86117	0.6462517	0.006020105	0.02980661	0.04970557	0.007401792	0.06636984	0.001588375	0.03120154	0.006873664	0.01246222	0.02501412	0.006389391	0.07351651	0.03145789	0.0418885	0.03267585	0.1081874	0.01195953	0.001006886	0.1160239	0.07982843	0.01977076	0.002993033	0.03009502	0.04873908	0.008802273	0.0004845311	0.07127136	0.01152854	0.1071978	0.03797778	0.1016827	0.007614621	0.08088287	0.08129408	0.04310665	0.03861853	0.1396981	0.005611817	0.04793969	0.01851542	0.007883166	0.003803272	0.05719644	0.006872485	0.005643782	0.03567944	0.07321092	0.0004778386	0.01416116	0.02618419	0.06117522	0.04067611	0.05255671	0.01634647	0.01943526	0.02288832	0.005661108	0.007483908	0.006897064	0.0185975	0.02896387	0.02319717	0.0267226	0.01214056	0.00501154	0.1421497	0.01702911	0.01245579	0.05209916	0.09287689	0.008831701	0.007194185	0.00890587	0.01137998	0.007017859	0.0629269	0.003756552	0.02695997	0.01940545	0.002608932	0.06197635	0.005477731	0.01870768	0.02126352	0.02269062	0.02019158	0.0502265	0.02530286	0.07721877	0.00713887	0.02191258	0.02153758	0.08832052	0.02610441	0.009417362	0.002949659	0.004533037	0.161424	0.182591	0.167059	0.157333	0.166214	0.165379	0.003053787	0.263583	0.243231	0.24198	0.251207	0.0627664	0.337027	0.903198	2.69701	3.182637
4160	-11635.85	-11684.86	49.01382	0.5624465	0.005217858	0.0305744	0.04370961	0.003058118	0.04517204	0.002895424	0.03350377	0.008299525	0.01708926	0.01320314	0.006622485	0.06280703	0.02864157	0.03939589	0.02890019	0.1023783	0.01609332	0.00164013	0.1012901	0.05080036	0.02227484	0.004769587	0.02231865	0.03405016	0.01091876	0.0005600645	0.0569907	0.01667852	0.1155187	0.02646576	0.1051154	0.01431662	0.08180528	0.08192962	0.06242128	0.06110177	0.2170625	0.008605828	0.06168823	0.009376279	0.005071793	0.01351107	0.03054512	0.008603181	0.003712393	0.03675658	0.06615094	0.000961718	0.01747985	0.0230268	0.09625006	0.03225983	0.05352197	0.007802647	0.0214491	0.01059845	0.002523745	0.005556722	0.004700797	0.01701164	0.01841606	0.03047988	0.01840953	0.007132053	0.008964509	0.1817059	0.02530584	0.007335442	0.04249466	0.07789457	0.02338415	0.005712045	0.01189275	0.009401741	0.01103318	0.06293609	0.004274699	0.02957285	0.03831372	0.0008489529	0.05294304	0.006599685	0.02303053	0.01629815	0.02115909	0.02617939	0.06886922	0.03403495	0.07751962	0.01605133	0.02594829	0.02146586	0.1029015	0.03560788	0.01250055	0.008704297	0.02001844	0.160765	0.181846	0.170457	0.156691	0.165536	0.164704	0.003053787	0.263583	0.243231	0.24198	0.251207	0.0454671	0.290742	0.86088	2.80291	3.298096
4170	-11636.7	-11686.5	49.80383	0.5459486	0.01328225	0.03703781	0.07608798	0.005981719	0.06790124	0.004223998	0.0344208	0.003199922	0.01672008	0.008186305	0.01181058	0.05442938	0.03466567	0.02083291	0.02405268	0.09691599	0.02114658	0.001012437	0.1277106	0.05765488	0.02227484	0.003131439	0.01291805	0.04296832	0.0152138	0.0007290117	0.07077174	0.01276377	0.1155187	0.02056634	0.1168175	0.003853731	0.08861602	0.0866405	0.04609623	0.0550908	0.2121251	0.01485115	0.05467761	0.006888061	0.006454589	0.006107545	0.0500314	0.006844313	0.006882284	0.02144706	0.06166952	0.002267613	0.01417079	0.01443219	0.05440375	0.03029371	0.04424886	0.009178758	0.01485013	0.01520234	0.002804794	0.006833702	0.02136612	0.02052714	0.01422299	0.02845504	0.01332753	0.00863685	0.01653986	0.163289	0.01821693	0.007685732	0.0376605	0.1236266	0.02480345	0.003575717	0.01356055	0.01518614	0.01195855	0.06230035	0.007400278	0.02439521	0.03716975	0.001049768	0.05038337	0.01037445	0.01800166	0.02831309	0.01624918	0.009625136	0.07547239	0.01448043	0.04874141	0.009986176	0.02668106	0.01727121	0.1009795	0.03110434	0.01040207	0.00973885	0.008051769	0.170032	0.19312	0.162263	0.156397	0.153792	0.164395	0.003053787	0.244642	0.249487	0.248204	0.257668	0.0421884	0.280858	0.851023	2.82593	3.24872
4180	-11639.4	-11691.76	52.36865	0.6054021	0.01012593	0.03068452	0.06230656	0.006046202	0.05146371	0.00656138	0.02557265	0.003522667	0.01348962	0.0125888	0.01395285	0.06714415	0.02793059	0.04341294	0.03126161	0.08986346	0.01486866	0.000517696	0.09360291	0.07047125	0.02798375	0.002467674	0.01738259	0.03353096	0.009139567	0.001441244	0.0778595	0.01457543	0.1051261	0.03363492	0.08138964	0.004711203	0.05534097	0.08578189	0.07753171	0.04914726	0.1907579	0.009345177	0.06028963	0.01217828	0.00384314	0.004746459	0.04078528	0.001983763	0.00501632	0.02640527	0.05808284	0.003164449	0.02651463	0.01091768	0.06737741	0.03837738	0.03683872	0.014866	0.02241922	0.01032901	0.003024301	0.002918577	0.02512237	0.02089891	0.02600193	0.03443313	0.0179536	0.006339024	0.005565553	0.14872	0.02426879	0.004939753	0.04512062	0.0864817	0.009980091	0.003245473	0.02214783	0.009483884	0.006695623	0.05868402	0.009788366	0.01746654	0.02402002	0.002310464	0.05971747	0.01085698	0.04122602	0.02119014	0.01534941	0.01486144	0.03965013	0.01914891	0.06143031	0.01066347	0.01181313	0.015471	0.1024081	0.01767366	0.01206651	0.008200361	0.01441038	0.159009	0.201378	0.169202	0.163085	0.135902	0.171425	0.003053787	0.246203	0.244696	0.249788	0.259313	0.0542241	0.315262	0.88405	2.74646	3.088419
4190	-11659.27	-11709.86	50.59124	0.6385962	0.004652033	0.0528971	0.04941142	0.00397563	0.04108676	0.00455978	0.02128183	0.002594767	0.01797976	0.01108254	0.00753257	0.04319804	0.02503635	0.03064055	0.04106638	0.1190918	0.01091298	0.0006701014	0.104421	0.04782843	0.01637502	0.002781764	0.01128189	0.03890402	0.01745686	0.002227471	0.0553896	0.01205553	0.1033612	0.04537805	0.1001094	0.01394984	0.07926457	0.07818852	0.04685164	0.05269463	0.188034	0.02278831	0.0570915	0.008041785	0.01257401	0.008420781	0.04547583	0.002516923	0.005309451	0.02656461	0.05966637	0.003929632	0.02537633	0.01667149	0.06425385	0.0439042	0.04730076	0.0200216	0.02479439	0.01040049	0.002761162	0.008948481	0.0135102	0.02855313	0.01918011	0.01586677	0.01655371	0.0058934	0.002745215	0.1428327	0.03453416	0.00528146	0.06475787	0.08848011	0.008584411	0.002765647	0.005854421	0.004142325	0.01853762	0.06686044	0.004757488	0.02334458	0.02117569	0.004561966	0.06268728	0.015651	0.02805159	0.01744794	0.02088815	0.01378304	0.08703132	0.01898237	0.08065824	0.007801054	0.0474884	0.03833509	0.09274529	0.02177994	0.007265411	0.005518013	0.01358407	0.159009	0.201378	0.169202	0.163085	0.135902	0.171425	0.003053787	0.246203	0.244696	0.249788	0.259313	0.0611537	0.333059	0.899801	2.70599	3.199507
4200	-11637.1	-11685.5	48.39775	0.6535414	0.009330911	0.02949998	0.03435612	0.01537659	0.05662855	0.003443751	0.03233651	0.004130171	0.01427946	0.01152079	0.01770705	0.07130574	0.03082566	0.03600533	0.04540908	0.08838127	0.01695999	0.0008860624	0.09833623	0.06898001	0.02548814	0.001548543	0.006453999	0.03145361	0.01821572	0.0008760614	0.08275148	0.01664749	0.1153734	0.04033217	0.1072776	0.0110229	0.07926457	0.05806867	0.04685164	0.033543	0.1863681	0.0137287	0.05423001	0.0085431	0.008526364	0.006079148	0.0507148	0.005906529	0.005315954	0.02780456	0.05327915	0.003382355	0.02199176	0.01711193	0.06741843	0.03417021	0.05879024	0.01384799	0.02456974	0.01094747	0.0009734006	0.01388563	0.02865489	0.02421983	0.02898709	0.02722428	0.02766949	0.005097522	0.002119296	0.1672918	0.02661164	0.01290041	0.03187313	0.112718	0.02014845	0.003945141	0.006106214	0.01413042	0.01776582	0.07448222	0.003969639	0.04126522	0.03578202	0.001011046	0.07927602	0.01327611	0.03020204	0.03258538	0.02014517	0.01545519	0.05406242	0.02013655	0.08703867	0.02040013	0.0243581	0.02576745	0.09426682	0.02282031	0.004328828	0.008088735	0.02196467	0.16119	0.194555	0.163469	0.166491	0.148678	0.165617	0.004188072	0.245175	0.25563	0.248745	0.25045	0.0643062	0.340759	0.906356	2.68858	3.3366
4210	-11639.31	-11689.52	50.20993	0.6535414	0.01402169	0.03626559	0.05434733	0.01522865	0.04887851	0.003325221	0.04692294	0.002626255	0.02438417	0.02682419	0.00956267	0.05230405	0.03457511	0.03610422	0.04305064	0.07431905	0.01278554	0.003186024	0.1042833	0.06542479	0.03018503	0.0004842891	0.01375676	0.05491732	0.01840693	0.0007973425	0.05209672	0.02453666	0.0786517	0.0213604	0.1003438	0.009370382	0.0866882	0.09773338	0.05728461	0.04730777	0.1830556	0.004466222	0.06483004	0.007513908	0.01432842	0.007151294	0.03890106	0.007871165	0.004392089	0.0328875	0.06580167	0.001361425	0.01075634	0.0138531	0.07043609	0.03393319	0.04444971	0.01338082	0.01833276	0.007539111	0.001156317	0.01761894	0.02732966	0.01770999	0.02702919	0.02943665	0.00632621	0.0134136	0.003402501	0.146084	0.02563721	0.008742863	0.05292776	0.1023998	0.02292516	0.003701622	0.00654221	0.01259608	0.01917138	0.05338784	0.009771222	0.02432161	0.02263125	0.001173826	0.05550998	0.02295937	0.03142469	0.02138546	0.00875535	0.0143538	0.05328287	0.01150706	0.07993432	0.0123736	0.02341069	0.0221364	0.1113743	0.02107273	0.006968684	0.005573854	0.01829613	0.155394	0.179385	0.168789	0.171909	0.153516	0.171007	0.01153404	0.245175	0.25563	0.248745	0.25045	0.0643062	0.340759	0.906356	2.68858	3.223339
4220	-11627.25	-11678.89	51.644	0.6464904	0.01162408	0.03154314	0.05675343	0.01433762	0.06936371	0.002079212	0.0345755	0.002642291	0.02307643	0.01754891	0.008359315	0.06470399	0.01835182	0.03176675	0.03517897	0.08620358	0.01494241	0.004674429	0.1042833	0.08002092	0.02903343	0.001221541	0.01614249	0.02762263	0.01444735	0.001328739	0.07320523	0.01360132	0.09439526	0.02590437	0.088462	0.01055208	0.06864841	0.05525885	0.0560821	0.04295924	0.1484125	0.006798102	0.04879683	0.009592971	0.007671853	0.005290874	0.04921283	0.01041316	0.006835343	0.03818421	0.06328289	0.0009213014	0.01381337	0.01241257	0.06996425	0.03477068	0.04355249	0.01144587	0.01557291	0.01005611	0.000794401	0.02101895	0.0284935	0.02115727	0.01209108	0.02876789	0.01102231	0.0114377	0.004677259	0.1679154	0.01767629	0.01437922	0.04692537	0.1041268	0.01234353	0.01110595	0.01218083	0.01323669	0.01205415	0.05342476	0.004867136	0.01924797	0.03157187	0.002360875	0.07612365	0.009483278	0.02886679	0.02107087	0.008353706	0.01745328	0.06494524	0.00959486	0.06686236	0.0103141	0.01575919	0.0237153	0.1234497	0.02570691	0.004837421	0.01109359	0.01530612	0.167209	0.193481	0.162214	0.165213	0.147537	0.164346	0.02290429	0.245175	0.25563	0.248745	0.25045	0.0628168	0.33715	0.903302	2.69673	3.13371
4230	-11641.31	-11693.65	52.34003	0.6295962	0.008870251	0.02512784	0.04587866	0.009411983	0.05083012	0.004048325	0.04452797	0.002887371	0.01092003	0.01640025	0.005130894	0.06348976	0.02798315	0.03657593	0.02488252	0.09064812	0.008563155	0.00292447	0.09638857	0.08139723	0.02143134	0.001734037	0.01470358	0.03645818	0.01770516	0.0009341245	0.06404144	0.006109306	0.1175895	0.02919718	0.07574631	0.02066041	0.08535917	0.08595043	0.0337813	0.05236826	0.137719	0.005403915	0.06365568	0.008008595	0.008915007	0.009601792	0.04310399	0.0121124	0.004321547	0.04243236	0.07157384	0.003759412	0.01339111	0.007400583	0.06762056	0.03089334	0.04366831	0.02550899	0.01839345	0.005043701	0.001661065	0.01780262	0.0135029	0.02364181	0.01202849	0.02444188	0.02095748	0.01050477	0.005140384	0.122384	0.0154238	0.01433148	0.03741808	0.1298171	0.02404714	0.008100724	0.0147394	0.006388683	0.01189905	0.06058639	0.01457053	0.02196444	0.02560726	0.002153628	0.05206653	0.01449681	0.02530024	0.02967266	0.01670924	0.008563745	0.06048715	0.01023604	0.06208917	0.01553728	0.03178086	0.01904807	0.09887957	0.03159447	0.002361384	0.01349068	0.01559675	0.170172	0.192328	0.163381	0.164229	0.146523	0.163367	0.01744045	0.250174	0.240453	0.253816	0.255556	0.059264	0.328329	0.895698	2.71671	3.090208
4240	-11641.29	-11690.52	49.23707	0.6579645	0.008695936	0.03509604	0.05435237	0.007353992	0.06137458	0.0009359385	0.04163347	0.003500551	0.007167708	0.01741432	0.004761879	0.06348976	0.03026805	0.0456373	0.03732809	0.08737612	0.0109906	0.001502785	0.1389242	0.06945283	0.02494807	0.001085546	0.01731932	0.04729874	0.006083969	0.0002958955	0.07268454	0.0120924	0.07732113	0.02455472	0.103341	0.01132321	0.08232139	0.08233767	0.0564644	0.05036517	0.1904053	0.005732225	0.05880656	0.008719544	0.008145396	0.00436834	0.05281335	0.008260501	0.002330428	0.03372021	0.05897187	0.002992445	0.0106139	0.01732949	0.06549562	0.03309752	0.04366831	0.01445519	0.02357481	0.003993041	0.006408108	0.02379705	0.007682262	0.02487045	0.02437954	0.03077448	0.03413094	0.01169652	0.007456529	0.1562294	0.01867525	0.00916335	0.04610005	0.1129331	0.02149655	0.01251484	0.01996625	0.02674079	0.007617983	0.05947213	0.0131137	0.02954249	0.02623537	0.004664069	0.04889798	0.01261875	0.02456598	0.0188279	0.03352557	0.008177566	0.05533401	0.03057455	0.05652807	0.02364576	0.01333304	0.03144423	0.08606596	0.02975073	0.007145481	0.01427691	0.009181174	0.178036	0.192353	0.163402	0.161958	0.140864	0.163388	0.01744045	0.253948	0.244081	0.242559	0.259412	0.0652423	0.343003	0.908237	2.68352	3.284143
4250	-11638.01	-11689.28	51.26442	0.6269192	0.004560155	0.03190707	0.0519021	0.008419853	0.05080757	0.001825243	0.0391326	0.002951511	0.02440348	0.01071699	0.007149143	0.05453374	0.02647555	0.03479359	0.01790774	0.1199889	0.01872952	0.001019859	0.08780209	0.07311546	0.02606955	0.002211494	0.00747884	0.04452628	0.01403862	0.001349578	0.06324223	0.009611054	0.08077528	0.02976581	0.1213482	0.01624872	0.0655405	0.0859228	0.03248089	0.04795779	0.1939097	0.01226751	0.084148	0.003342904	0.00891217	0.007424353	0.04778455	0.006788593	0.004292856	0.03926866	0.07117775	0.0003545179	0.01135877	0.02215731	0.05844135	0.04014158	0.045108	0.01977617	0.01433346	0.005031469	0.01000806	0.01205705	0.005122077	0.02160302	0.02008976	0.02969244	0.02284671	0.009886744	0.00402505	0.1562294	0.01131511	0.008895763	0.04276244	0.08621026	0.02518158	0.00566621	0.003497186	0.01673219	0.00694426	0.06359359	0.01346092	0.01789033	0.02412068	0.002655536	0.06883959	0.03189916	0.02420413	0.01643907	0.015759	0.01997982	0.06206389	0.02389452	0.06502497	0.01659007	0.02447998	0.02653886	0.07803491	0.0220141	0.005446502	0.008814507	0.01419426	0.175887	0.179491	0.152475	0.151128	0.158494	0.182525	0.0180402	0.253948	0.244081	0.242559	0.259412	0.0587033	0.326909	0.894455	2.71993	3.157433
4260	-11638.59	-11691.29	52.69223	0.6360433	0.01186691	0.03759665	0.0464333	0.005671826	0.03965367	0.002058784	0.04133345	0.00169157	0.008437807	0.01442992	0.004294358	0.06223104	0.02773748	0.04223337	0.03811975	0.1001346	0.02001714	0.002646626	0.09235696	0.06523419	0.02335208	0.002769393	0.01556822	0.0284856	0.01528575	0.008797769	0.06098229	0.0187586	0.08097943	0.03744489	0.1145292	0.01708722	0.05196106	0.07080135	0.04209716	0.02650388	0.1619522	0.008743534	0.06033722	0.005935677	0.00495972	0.004252339	0.06743896	0.001269826	0.003818549	0.03156898	0.07557409	0.0002271599	0.01482726	0.01451424	0.07835328	0.02664205	0.04124522	0.01147868	0.01423028	0.005021152	0.02079226	0.01475515	0.0043454	0.02107966	0.02557877	0.02969244	0.03065453	0.008149847	0.00367639	0.1524729	0.01994333	0.009876336	0.04164424	0.0757345	0.01346619	0.007323451	0.01321548	0.02194722	0.01351754	0.077966	0.01269069	0.02843489	0.02796382	0.002347285	0.06322591	0.01476983	0.0141704	0.02445871	0.007063384	0.02662215	0.05755965	0.01310765	0.07619885	0.01341796	0.01659355	0.02262019	0.08657556	0.02016877	0.006133903	0.005128751	0.01113776	0.178219	0.18187	0.154496	0.153131	0.14734	0.184944	0.0180402	0.250469	0.240737	0.252935	0.255858	0.0606169	0.331724	0.898649	2.70901	3.068195
4270	-11640.79	-11692.33	51.54698	0.6394464	0.009874374	0.02658717	0.05576088	0.00630026	0.04213808	0.001292645	0.0313054	0.003303099	0.01067999	0.02209023	0.01150323	0.06906734	0.0226346	0.03326554	0.03856928	0.1057713	0.02075006	0.00220014	0.1059641	0.05521521	0.02498294	0.0006150626	0.02355061	0.03547158	0.01647594	0.006657866	0.08868255	0.008699705	0.08851915	0.0239249	0.07644019	0.01287759	0.08391169	0.07727279	0.05023147	0.05353511	0.1737897	0.01001564	0.05919691	0.007441123	0.004116279	0.006767031	0.04139199	0.002253053	0.004199936	0.04365317	0.06541236	0.0002044	0.02535413	0.0158518	0.05621751	0.02482788	0.02360931	0.02029756	0.01383494	0.007637819	0.01284866	0.009351085	0.01311547	0.03494416	0.02245301	0.01727936	0.03217612	0.0138031	0.005719953	0.1524729	0.01775125	0.005332115	0.04339844	0.1086252	0.01987689	0.005081711	0.007218419	0.01861582	0.009426301	0.04917271	0.01210355	0.02427828	0.02401767	0.004145353	0.05450872	0.01276555	0.02713399	0.02621107	0.008327871	0.01924052	0.07575065	0.01704973	0.0655703	0.007756567	0.03130836	0.02245535	0.1089976	0.01807703	0.002659377	0.01179069	0.01476751	0.15027	0.165359	0.166128	0.156352	0.173058	0.188834	0.0180402	0.262135	0.251949	0.26791	0.218006	0.0613325	0.333502	0.900182	2.70498	3.139773
4280	-11636.19	-11685.28	49.08696	0.6321279	0.007657658	0.03762996	0.04908555	0.009813974	0.05969003	0.0007863158	0.04623314	0.004414333	0.01563741	0.009363531	0.01204714	0.06887593	0.03364913	0.0335129	0.03457837	0.1052088	0.01787336	0.0004233755	0.09192272	0.07591387	0.01641506	0.0005729905	0.01889925	0.03165272	0.02290702	0.003919096	0.06110404	0.01532389	0.1024636	0.03234901	0.1030443	0.01781169	0.08555726	0.0748233	0.0469073	0.03183711	0.2003418	0.006298724	0.04408765	0.008540713	0.01164637	0.005827076	0.03641403	0.009651484	0.003499757	0.03152022	0.06076093	0.0001804189	0.02578155	0.02037364	0.07315029	0.02946526	0.04605154	0.01306318	0.01203355	0.01529094	0.02258326	0.02130552	0.004167404	0.03081053	0.02967435	0.02632964	0.03430582	0.008311006	0.002521665	0.1470921	0.03060413	0.007959588	0.06002486	0.1095614	0.012504	0.008377563	0.02093524	0.01048113	0.01132071	0.05110489	0.01586498	0.02858923	0.02280788	0.005924718	0.06284489	0.01930634	0.01419488	0.01977323	0.0141087	0.02916573	0.07496172	0.02111986	0.08011646	0.009487503	0.01469134	0.01480707	0.1150974	0.02099955	0.00790446	0.006469284	0.01143039	0.14889	0.173025	0.164602	0.154916	0.171468	0.1871	0.004122853	0.262135	0.251949	0.26791	0.218006	0.0597948	0.329666	0.896864	2.71367	3.293525
4290	-11641.18	-11690.12	48.93463	0.683343	0.005966942	0.03751074	0.0430594	0.005895464	0.06712132	0.001488567	0.03825941	0.004557512	0.009979793	0.01021876	0.01567171	0.07138098	0.04000814	0.03617805	0.04251895	0.08475643	0.02078732	0.0003422782	0.1333953	0.06025019	0.02905816	0.0004638766	0.02116295	0.03102425	0.01206116	0.003115332	0.08479552	0.02267027	0.1020067	0.02433136	0.1290635	0.009818744	0.07726872	0.08543216	0.04676183	0.0421529	0.1658677	0.01107263	0.06525973	0.008985819	0.008364207	0.0006874582	0.07475924	0.004069173	0.004172292	0.04789014	0.08435534	0.0001105326	0.00932975	0.01234139	0.06876296	0.04522782	0.05890331	0.01339651	0.0104308	0.004589459	0.02313058	0.00827999	0.004802421	0.02173969	0.03362591	0.02249771	0.02492521	0.003569616	0.00213131	0.166874	0.01507409	0.008076894	0.06002486	0.08584223	0.01811348	0.01959774	0.01657183	0.02219393	0.01272598	0.05973929	0.006170202	0.02414377	0.0186869	0.0007132987	0.05080038	0.007653347	0.02493234	0.02417373	0.01329188	0.03314188	0.06164395	0.01528365	0.05443813	0.006905133	0.01959496	0.02066871	0.08752095	0.02804976	0.008295102	0.004136479	0.01415316	0.14889	0.173025	0.164602	0.154916	0.171468	0.1871	0.0243758	0.269062	0.240794	0.256048	0.234096	0.0706344	0.355564	0.918536	2.65527	3.303045
4300	-11642.08	-11691.41	49.33357	0.5954351	0.003689424	0.0359808	0.04354779	0.009745651	0.04611711	0.001061683	0.03787748	0.01355574	0.01196002	0.01845066	0.01953974	0.05539708	0.02627798	0.02732253	0.04422157	0.09833415	0.01543701	0.0002016035	0.1271842	0.06405858	0.02223926	0.0006816765	0.02115934	0.03617368	0.01192936	0.002724925	0.06216093	0.0107813	0.08344353	0.02975541	0.1303924	0.009528473	0.0696661	0.06396376	0.0537386	0.04116275	0.1990682	0.02571688	0.07000057	0.008029242	0.005177406	0.001152384	0.06344941	0.003427512	0.004449417	0.03884769	0.06898932	0.0001407243	0.02075728	0.01869283	0.05964172	0.03450349	0.0495895	0.01184417	0.02701002	0.009601689	0.01808709	0.01634948	0.01427963	0.01466931	0.02141877	0.01761412	0.02017239	0.006188994	0.003866665	0.1553639	0.01898301	0.01590951	0.04881571	0.08468214	0.0233567	0.01189074	0.01626831	0.01238218	0.007536378	0.08146013	0.007814473	0.02585621	0.02187159	0.001009034	0.06707156	0.01870692	0.02976833	0.03056585	0.02469607	0.02527235	0.05300447	0.02318088	0.04186985	0.01182384	0.01110144	0.01491017	0.1237828	0.03082563	0.0108338	0.005325734	0.01997376	0.152727	0.177484	0.158899	0.158908	0.175887	0.176095	0.0219727	0.270183	0.240425	0.255656	0.233737	0.0521679	0.309725	0.878972	2.75913	3.278112
4310	-11643.65	-11692.5	48.84629	0.6597592	0.004924222	0.03167444	0.05456343	0.007279181	0.04884196	0.002231472	0.04310069	0.009159757	0.0195648	0.01134198	0.01663383	0.05042283	0.03591902	0.03140229	0.04322598	0.09284407	0.03492994	0.0006027616	0.1189069	0.06649608	0.03038318	0.00144901	0.01437479	0.07110006	0.01652671	0.001221592	0.07709406	0.009302406	0.1209178	0.03345548	0.1066083	0.01533398	0.1101892	0.08689871	0.0414502	0.04698661	0.1604674	0.01382604	0.05021599	0.005864243	0.005335673	0.00088482	0.05355963	0.005343037	0.01723507	0.03094459	0.08605483	0.0002763457	0.01069286	0.01427638	0.05587833	0.03403351	0.0443792	0.01588581	0.01465101	0.003143325	0.01253079	0.0132631	0.01913395	0.01681464	0.01694084	0.01927964	0.03103708	0.008813479	0.004515272	0.1788296	0.02630257	0.0137796	0.04370192	0.1013802	0.0106856	0.01792264	0.01084077	0.01593113	0.01545331	0.04058902	0.005667944	0.03060144	0.02595128	0.0004036109	0.07976951	0.0167784	0.02201895	0.02545142	0.01700866	0.01579743	0.05852214	0.01388075	0.05355353	0.007438684	0.01457888	0.01571255	0.09242827	0.02640813	0.01161739	0.004999336	0.02192682	0.157654	0.17263	0.155257	0.164035	0.181649	0.168775	0.0219727	0.265808	0.236532	0.251516	0.246145	0.0656224	0.343908	0.908992	2.68148	3.308566
