Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
100	-11642.31	-11692.12	49.81006	0.6124483	0.01039965	0.02925989	0.04311911	0.004987152	0.06418669	0.002519417	0.0307573	0.003716256	0.01429978	0.01589394	0.01184288	0.06285122	0.0283003	0.04127273	0.04284782	0.09252799	0.0127321	0.001293828	0.1011224	0.07122676	0.0170853	0.01545682	0.01609995	0.03836678	0.01147523	0.0006779537	0.05811698	0.02062635	0.09350241	0.03871003	0.1141361	0.01712311	0.0764262	0.05543212	0.03247657	0.0340721	0.1762821	0.011706	0.09061587	0.008484519	0.005761324	0.002574738	0.053231	0.009420592	0.006729046	0.04290879	0.06317836	0.00300329	0.03213533	0.0198514	0.0606518	0.02993257	0.03452693	0.01619423	0.01922118	0.00312188	0.0003915118	0.01435742	0.01338554	0.02973169	0.019854	0.02087709	0.003118445	0.007410222	0.0042793	0.1756289	0.01997888	0.01617027	0.060518	0.1188364	0.01181295	0.02109948	0.01485158	0.008349678	0.003721055	0.06037295	0.007259723	0.04284593	0.01830382	0.003308588	0.0608055	0.02044396	0.0178493	0.01936683	0.01152403	0.01639667	0.06188057	0.01578407	0.07185234	0.0171253	0.02385767	0.03047503	0.09842903	0.02623358	0.01289151	0.01335062	0.01912955	0.183841	0.171373	0.162192	0.157412	0.17135	0.153831	0.003821027	0.245601	0.264127	0.260382	0.229891	0.0556852	0.319121	0.887539	2.73765	3.248331
110	-11635.94	-11688.39	52.45648	0.6335231	0.009021327	0.017425	0.05282367	0.009763526	0.03850568	0.001281202	0.03423632	0.005470125	0.01065814	0.01604139	0.007883592	0.06155873	0.01970296	0.03888359	0.02289392	0.09657957	0.01301473	0.001828809	0.08226626	0.05643928	0.020681	0.005443828	0.02219073	0.03418049	0.009482732	0.0003694043	0.0595684	0.02230037	0.1026258	0.02881212	0.1141361	0.01321217	0.08219054	0.07758054	0.0435848	0.05002527	0.1853236	0.01479108	0.04747729	0.009417364	0.005270424	0.01293237	0.04736545	0.004824196	0.004441198	0.04585207	0.05920816	0.005628793	0.03009409	0.01485197	0.05797771	0.03283839	0.04000088	0.01165763	0.01422407	0.002419125	0.0004000817	0.01190216	0.01339645	0.03168734	0.02069455	0.02949616	0.008198375	0.005326722	0.005809033	0.1672041	0.01428827	0.01094572	0.04347583	0.08560637	0.008544647	0.02197648	0.01946003	0.007866313	0.008886844	0.06020025	0.01014023	0.02379942	0.03331008	0.005589708	0.0660763	0.015363	0.01450268	0.03075053	0.01091462	0.01220904	0.05741928	0.0164462	0.06227345	0.01591091	0.0331296	0.02109293	0.08330034	0.02828167	0.00769616	0.00751344	0.02258621	0.177486	0.165448	0.156585	0.151971	0.165427	0.183083	0.003821027	0.2362	0.267418	0.263627	0.232755	0.0600876	0.330401	0.897503	2.71201	3.08293
120	-11643.06	-11697.49	54.42434	0.6414151	0.003116777	0.01571355	0.03864481	0.01263048	0.04399544	0.000428957	0.04280992	0.001590288	0.01870568	0.01789894	0.01006009	0.06368207	0.0257028	0.02726408	0.0237688	0.06117304	0.01997276	0.002187808	0.08962645	0.04504544	0.0251848	0.002757475	0.01064622	0.03066647	0.01509221	0.0008310171	0.07064478	0.02216015	0.1208119	0.03100173	0.1199842	0.00653444	0.06722905	0.06195973	0.0296588	0.05842526	0.172726	0.009186737	0.07651272	0.01143095	0.005363478	0.004694428	0.04466282	0.006499108	0.004483689	0.03107294	0.06602335	0.00446215	0.02574916	0.0260523	0.06227627	0.0356691	0.02366777	0.01821889	0.01860288	0.001033034	0.0006369114	0.009429695	0.01096841	0.02335012	0.01653105	0.02124086	0.001856746	0.009024975	0.007119631	0.1647659	0.02788696	0.0110672	0.03446467	0.1024053	0.009840655	0.0323265	0.01248284	0.01081773	0.009693563	0.04839166	0.008150161	0.0244279	0.0274661	0.003077068	0.04904884	0.01625177	0.01415427	0.02379293	0.006816519	0.0244794	0.05833761	0.01150246	0.06439967	0.02041501	0.01124266	0.01622041	0.08056391	0.0269151	0.001625025	0.0115205	0.009235178	0.17601	0.164072	0.155283	0.159024	0.164051	0.18156	0.003821027	0.254972	0.234174	0.259601	0.251253	0.061747	0.334526	0.901061	2.70267	2.959938
130	-11633.58	-11686.24	52.65406	0.6073553	0.006123789	0.04009614	0.04622513	0.0110969	0.06008085	0.0003732238	0.04111211	0.006742068	0.01742748	0.01638773	0.006351106	0.04914999	0.02460421	0.02901403	0.02992097	0.08530692	0.01112162	0.001630496	0.1034248	0.04526479	0.02094657	0.003960063	0.01988667	0.0310696	0.009131224	0.002328507	0.06141015	0.007605249	0.1084342	0.03042175	0.1196009	0.01137051	0.09295694	0.06493359	0.05115621	0.03465999	0.1643734	0.008751553	0.04165955	0.008445397	0.01022159	0.006989029	0.03644489	0.003629043	0.003911728	0.02780546	0.06829462	0.005305295	0.01271456	0.007428054	0.08313492	0.03042372	0.03594311	0.01167601	0.02190356	0.003947554	0.001240888	0.01575652	0.01416982	0.009630404	0.01633898	0.02964524	0.002598993	0.01447665	0.006274082	0.1647659	0.01688834	0.009312111	0.03825798	0.09857656	0.02093785	0.04146844	0.003684843	0.005602584	0.0198379	0.05860652	0.01105763	0.03518334	0.03199791	0.001345553	0.06246494	0.009062365	0.01734997	0.01409508	0.007879301	0.0121155	0.08176684	0.02420376	0.05725185	0.02050956	0.02388096	0.02144033	0.1066709	0.01400354	0.005035348	0.01301835	0.01784752	0.16428	0.166408	0.157493	0.161288	0.166386	0.184144	0.003821027	0.254972	0.234174	0.259601	0.251253	0.0546286	0.316336	0.885025	2.74401	3.070581
140	-11646.18	-11694.95	48.76878	0.6443494	0.009821942	0.04241733	0.04361841	0.01774186	0.04261387	0.0001731219	0.02814989	0.007488664	0.0280653	0.007419123	0.007768444	0.04992125	0.03002725	0.03460679	0.03542564	0.09365229	0.02765417	0.001017019	0.1162255	0.05756804	0.02709116	0.001303654	0.01520398	0.04467185	0.02024589	0.001516902	0.05743434	0.0169733	0.1122493	0.02975003	0.07114614	0.02055728	0.08779868	0.06511668	0.04405712	0.05726876	0.1643734	0.007856984	0.0590487	0.00746813	0.00402635	0.006873446	0.0540396	0.002876687	0.00315549	0.03685458	0.09166269	0.003207918	0.01133773	0.02004629	0.06262571	0.0220948	0.04306866	0.01866253	0.01727675	0.004459497	0.0006753315	0.01387022	0.02416884	0.006757809	0.02401818	0.04546771	0.002498862	0.009819713	0.01341532	0.1627468	0.02577318	0.0111088	0.04826188	0.1130415	0.01434271	0.0325812	0.01086784	0.01694054	0.01525766	0.07197573	0.008013407	0.03591427	0.04949741	0.002090544	0.0711192	0.01966362	0.01662574	0.0244184	0.01457026	0.02104479	0.0775635	0.02461823	0.05596631	0.01610328	0.01452779	0.01970435	0.114022	0.03925556	0.006115987	0.01035873	0.01385079	0.165878	0.167539	0.151285	0.162384	0.167517	0.185396	0.003821027	0.272041	0.228809	0.253654	0.245497	0.0623652	0.336045	0.902361	2.69923	3.313411
150	-11629.68	-11680.32	50.63414	0.6041507	0.00788021	0.03397344	0.04146762	0.008933059	0.06148371	0.0001407245	0.03298888	0.004586463	0.01809934	0.01918884	0.01243162	0.07529769	0.0256298	0.03577179	0.04007246	0.09484248	0.01159772	0.0007180215	0.1029887	0.0851366	0.01319018	0.002403414	0.007486684	0.02496284	0.01290092	0.0007222096	0.0666033	0.01785545	0.1148463	0.01979707	0.09591716	0.01759509	0.08939189	0.07074345	0.05633107	0.03862901	0.1699024	0.007129656	0.08205939	0.01228219	0.009771631	0.008212205	0.04905915	0.004035853	0.003998693	0.02954267	0.07612262	0.00321417	0.009618971	0.01808743	0.08547707	0.02619164	0.04341112	0.01891251	0.008680304	0.008876824	0.0004633747	0.01303671	0.02014838	0.01557138	0.02608167	0.02268367	0.001369297	0.01470784	0.004009929	0.1751717	0.02231059	0.008943229	0.03738124	0.1217594	0.01464425	0.02611124	0.009324649	0.01239257	0.01255403	0.04661329	0.003435746	0.03734011	0.03274695	0.002545	0.06170014	0.004390356	0.01676305	0.01396321	0.01357373	0.01788036	0.04977571	0.01398321	0.06852427	0.01055036	0.03001317	0.01728294	0.09565181	0.02391812	0.003420423	0.01118339	0.02571348	0.166968	0.178643	0.152279	0.163452	0.168618	0.170039	0.003821027	0.275383	0.23162	0.244483	0.248513	0.0539653	0.314571	0.883422	2.74804	3.196826
160	-11636.13	-11685.34	49.20187	0.6161192	0.00795597	0.03982764	0.05821774	0.01207696	0.06146816	0.0001122816	0.02403867	0.004335523	0.01555713	0.01600056	0.007257981	0.07752578	0.03550078	0.03922834	0.04563653	0.07643412	0.0112207	0.001561336	0.1184298	0.07887655	0.01412707	0.001318398	0.02813487	0.03220131	0.01139348	0.001674978	0.05189949	0.01984816	0.1148463	0.02337084	0.1143863	0.01367261	0.09065759	0.0758555	0.05281051	0.04150843	0.1652807	0.006883632	0.05758856	0.008528058	0.0120428	0.004655021	0.04821966	0.00605544	0.006567263	0.03703399	0.07739905	0.001506547	0.009084792	0.01436684	0.07893708	0.0318188	0.05173425	0.005869012	0.0110355	0.01632489	0.0002990127	0.01247369	0.009511107	0.01301375	0.0244242	0.02336034	0.003122122	0.009783164	0.001642139	0.1863026	0.02731998	0.00872832	0.04533466	0.1214457	0.01737455	0.01232862	0.01042208	0.01460593	0.006130611	0.06448215	0.006171262	0.03274876	0.03017732	0.00369786	0.06841902	0.002091279	0.01298249	0.02220175	0.02068008	0.02162818	0.07080569	0.01028804	0.07659566	0.01541704	0.01514895	0.02889822	0.1212012	0.02290513	0.003304777	0.00709445	0.0118804	0.160931	0.170074	0.146773	0.183257	0.162521	0.176444	0.006634949	0.275383	0.23162	0.244483	0.248513	0.0564487	0.321114	0.889325	2.73311	3.286343
170	-11629.99	-11682.39	52.39996	0.6161192	0.00652166	0.04617836	0.05234618	0.01235333	0.0526493	0.0002732633	0.04581396	0.003808839	0.008120301	0.01315982	0.01242846	0.04954397	0.02968076	0.03207445	0.03965842	0.08671157	0.01007694	0.001703256	0.1004624	0.05125895	0.01282661	0.00075519	0.01236758	0.04698004	0.01722047	0.002283919	0.08716283	0.01600186	0.08686855	0.02210169	0.08461989	0.009705022	0.07494309	0.0707006	0.04459082	0.04393008	0.178486	0.006951894	0.05374693	0.005930818	0.01342375	0.005099246	0.03762277	0.006712366	0.005885959	0.03199298	0.06690421	0.001511467	0.01888234	0.01910418	0.06778439	0.0279049	0.04154797	0.01164475	0.01576202	0.01158476	0.0004219968	0.01092897	0.01022944	0.01581823	0.0265315	0.02985382	0.005665672	0.004791851	0.004669736	0.1585111	0.02415499	0.01389734	0.03965873	0.09522591	0.01555087	0.01476447	0.01139707	0.008840623	0.01572311	0.06832123	0.01741495	0.02853029	0.03408321	0.002214713	0.07472524	0.001319055	0.02036591	0.02529447	0.01458036	0.01103804	0.05910747	0.02619085	0.07578083	0.02099761	0.02014536	0.02854916	0.08589703	0.02060594	0.003862077	0.004123245	0.02031367	0.161273	0.18643	0.14311	0.178682	0.158465	0.17204	0.01748815	0.260227	0.255725	0.231028	0.25302	0.0564487	0.321114	0.889325	2.73311	3.086462
180	-11642.04	-11694.17	52.1329	0.6348747	0.006369941	0.0405714	0.05413905	0.006438253	0.04452172	0.0004090592	0.03091958	0.00133132	0.01053299	0.01594245	0.01380874	0.05532365	0.02342147	0.05171177	0.03769692	0.09811127	0.02240959	0.001581392	0.09371145	0.05600232	0.01340869	0.002101148	0.01576315	0.03716697	0.01852982	0.005008247	0.06445847	0.008689432	0.1084999	0.02960397	0.1199058	0.0138714	0.08117815	0.06490976	0.04544571	0.03443377	0.144371	0.009836363	0.05997006	0.01205293	0.01490885	0.003047258	0.05283365	0.005538178	0.005699338	0.04286199	0.07865264	0.003611032	0.01133697	0.0105642	0.07554156	0.03470835	0.0403636	0.009652826	0.01509589	0.01464064	0.0005822121	0.00536851	0.01496584	0.01212198	0.02805502	0.01387817	0.003878732	0.00436503	0.01283507	0.1599183	0.0291296	0.01388361	0.05114855	0.08933191	0.01944427	0.01280011	0.01035263	0.02365683	0.02037119	0.0382495	0.005530163	0.01746206	0.02227884	0.002644039	0.05405775	0.002164886	0.02939831	0.01877006	0.01819293	0.01414452	0.05708276	0.01041907	0.05731066	0.0078124	0.02972168	0.01846241	0.138815	0.02628403	0.006874195	0.008766292	0.01940806	0.164961	0.190693	0.146382	0.163132	0.158859	0.175974	0.01748815	0.262071	0.257537	0.22558	0.254812	0.0603714	0.331111	0.898119	2.7104	3.103153
190	-11654.77	-11702.99	48.22158	0.7055659	0.009442809	0.03129076	0.06192223	0.009226209	0.04598596	0.0007173592	0.03311894	0.001365122	0.006958237	0.01130166	0.01591367	0.05910165	0.0315642	0.03780343	0.03702237	0.08934641	0.0233351	0.001220199	0.116787	0.06484903	0.02903799	0.0009403774	0.02022897	0.04152881	0.02703332	0.001109672	0.04610648	0.01568433	0.1017621	0.02567253	0.1100512	0.01384556	0.05680173	0.09416044	0.0398291	0.03921517	0.2061887	0.006649894	0.05994019	0.027692	0.01273367	0.003231048	0.06022785	0.006335814	0.00240679	0.03562224	0.08463429	0.01037843	0.02218418	0.01451411	0.05826914	0.04290131	0.03591566	0.02285819	0.02191902	0.02050841	0.001277004	0.002442322	0.0173915	0.02591034	0.01367506	0.02242577	0.002201714	0.008784307	0.01146721	0.182335	0.01891474	0.01067081	0.03297356	0.1233548	0.02903728	0.01638585	0.01460422	0.01554018	0.01658595	0.05718793	0.004526285	0.02732381	0.0382405	0.002808888	0.0737836	0.003310623	0.02552311	0.02322859	0.008219543	0.01992458	0.07750983	0.01866767	0.04375787	0.01353204	0.02653555	0.04115167	0.105142	0.02007012	0.01353882	0.008376239	0.02288312	0.144805	0.193824	0.148783	0.165808	0.161465	0.185315	0.006853489	0.257384	0.252931	0.242475	0.24721	0.0753775	0.366145	0.926914	2.63156	3.347611
200	-11643.8	-11697.28	53.47914	0.6328957	0.002300584	0.03382633	0.05988622	0.006854391	0.04694686	0.003778683	0.0281734	0.0009837473	0.02128245	0.01505026	0.009415644	0.03781696	0.02874941	0.0262583	0.02205509	0.08379095	0.02052405	0.00193032	0.1013376	0.05973626	0.01663369	0.002857417	0.0155044	0.0322288	0.01851926	0.0002753304	0.07047471	0.008606871	0.107259	0.03988448	0.1100512	0.01367259	0.09147924	0.07106944	0.05080028	0.04326057	0.1629641	0.00855198	0.04924307	0.01634986	0.01639583	0.002098381	0.04544325	0.005818414	0.001948014	0.02945976	0.07935502	0.00304091	0.01666045	0.01284153	0.07782869	0.02749635	0.04111148	0.01929729	0.02009206	0.01211706	0.001148792	0.001313997	0.01184941	0.009514904	0.02528229	0.0279359	0.005409494	0.005404816	0.006520006	0.1299426	0.02318356	0.004813124	0.04145665	0.1063536	0.01192028	0.02288153	0.01398295	0.01183701	0.01855577	0.06783633	0.00722346	0.02596626	0.03541073	0.005777628	0.03762168	0.004092542	0.03105508	0.01776477	0.008605372	0.01241086	0.05548468	0.01302605	0.05218276	0.01066079	0.04848428	0.02197501	0.08626285	0.02829677	0.007287884	0.004666236	0.006226208	0.141946	0.189997	0.170756	0.162534	0.153111	0.181655	0.006853489	0.259744	0.266559	0.224221	0.249477	0.0599559	0.330071	0.897216	2.71276	3.019013
210	-11631.63	-11685.32	53.68537	0.6605135	0.005805575	0.03416894	0.03968424	0.0103026	0.04644793	0.001949592	0.02861433	0.004330795	0.01990548	0.0127283	0.01291586	0.06335671	0.02358633	0.03117825	0.03878772	0.09672213	0.01995554	0.002149804	0.0959598	0.05710788	0.01403295	0.003034402	0.02569018	0.0266326	0.01287571	0.0003610054	0.05960441	0.02573151	0.0830198	0.03073475	0.08701667	0.007592333	0.0725904	0.07868272	0.04779485	0.03784959	0.2041707	0.003297784	0.0469514	0.0108478	0.003219286	0.002337332	0.05170134	0.005279852	0.004415603	0.02853645	0.07283916	0.002201369	0.01657419	0.01255448	0.06825052	0.03426587	0.05101479	0.01340671	0.01642937	0.02174234	0.001988287	0.001228019	0.006138058	0.02350145	0.01226505	0.02513919	0.006069489	0.01028318	0.003778177	0.1726069	0.01962601	0.005115991	0.04542096	0.0802377	0.0185788	0.01848202	0.0147747	0.01473076	0.01548004	0.05590427	0.005728414	0.03319877	0.02711115	0.00407081	0.05529022	0.002966924	0.01685831	0.01172155	0.01015257	0.009516246	0.05833419	0.01507744	0.06799088	0.01171784	0.0282617	0.02130089	0.09094047	0.02903279	0.01163297	0.009978529	0.004954121	0.139027	0.18609	0.167244	0.168	0.149963	0.189677	0.02888415	0.275696	0.259056	0.220221	0.245027	0.0657823	0.344288	0.909309	2.68062	3.006124
220	-11642.45	-11694.33	51.87593	0.7274119	0.01159273	0.02905519	0.05134307	0.007833231	0.04537463	0.0005670961	0.0331775	0.004648788	0.01620502	0.0158988	0.01231049	0.05017349	0.0223573	0.03537479	0.02935712	0.08077987	0.01842763	0.0009473622	0.1114939	0.06887004	0.02783685	0.005616728	0.02870574	0.03619962	0.01478566	0.0004755134	0.05406933	0.01267102	0.1105605	0.02053342	0.09702273	0.007809633	0.08573448	0.06151067	0.05499489	0.03217606	0.1565869	0.003295864	0.04387413	0.009048906	0.006178563	0.003283349	0.05844143	0.007268417	0.002595736	0.02429729	0.07213734	0.003022346	0.02492858	0.01107697	0.06952837	0.0438613	0.06670317	0.02157596	0.02031404	0.01741698	0.002626595	0.0006190148	0.006427018	0.02542209	0.01924364	0.0247208	0.005593978	0.006104387	0.003251932	0.1747411	0.01958931	0.01020656	0.03475468	0.09232288	0.01762163	0.0387882	0.02433875	0.01561914	0.0124668	0.0399283	0.006977176	0.03405303	0.02576801	0.008834385	0.05529022	0.01554035	0.02061893	0.0258022	0.01028303	0.01966595	0.07705856	0.01882183	0.06792483	0.01676636	0.01287777	0.02050525	0.07384574	0.03218408	0.009634014	0.00964095	0.02080774	0.140006	0.1874	0.172197	0.17885	0.151019	0.170529	0.01222955	0.279681	0.248345	0.223405	0.248569	0.0800504	0.376182	0.934618	2.60915	3.119214
230	-11655.77	-11703.2	47.42909	0.6377906	0.008373683	0.03872259	0.06298181	0.01235783	0.05096321	0.0004496322	0.04121951	0.00897028	0.01106013	0.009403739	0.006757965	0.05071323	0.02629942	0.0413296	0.02753492	0.1023576	0.02197845	0.003460273	0.1080189	0.05991241	0.02552736	0.002381859	0.02081486	0.03370007	0.01075431	0.0006607847	0.04837585	0.01440573	0.09000394	0.02109335	0.1092756	0.008439253	0.08825381	0.06871671	0.07264046	0.04758559	0.2019045	0.002594977	0.072152	0.01124808	0.01272622	0.002515393	0.06104229	0.006924749	0.000814419	0.04807266	0.07933442	0.005582494	0.01425519	0.006182558	0.05849239	0.05239971	0.08653662	0.02681459	0.01436225	0.02665274	0.001909025	0.0008644343	0.009297161	0.01194242	0.02049474	0.02339844	0.006210699	0.008094027	0.0063029	0.1928771	0.01984978	0.01050739	0.05695635	0.1027027	0.01956298	0.03166667	0.01981971	0.0145108	0.01227119	0.04734816	0.01336612	0.03011376	0.02453945	0.002158441	0.05479093	0.01812041	0.03075662	0.0220518	0.01374058	0.01366427	0.07584331	0.01681829	0.07541978	0.0114903	0.01239395	0.02200899	0.1175621	0.04764439	0.01183133	0.0101607	0.009976112	0.157596	0.183567	0.168674	0.175192	0.14793	0.167041	0.01998686	0.284378	0.252516	0.227156	0.23595	0.0609842	0.332638	0.899438	2.70694	3.397141
240	-11641.68	-11692.29	50.60781	0.6389799	0.006143396	0.02481775	0.06887609	0.0115649	0.0597293	0.0007770838	0.0562148	0.006336643	0.01373371	0.02198701	0.01551662	0.03745849	0.03014688	0.05321157	0.03337074	0.0876662	0.01674484	0.001146375	0.1044932	0.08703714	0.02246062	0.002956838	0.01726654	0.03279772	0.01924869	0.0004358494	0.05780793	0.01433258	0.09265948	0.03788799	0.09303704	0.02209211	0.08908943	0.07643753	0.05894621	0.04976057	0.196043	0.004100356	0.04850704	0.00801967	0.007160445	0.004025315	0.05015096	0.002924071	0.00129929	0.04107568	0.06911874	0.004060452	0.01969561	0.0145425	0.06110384	0.0359937	0.04756932	0.01681252	0.01329101	0.01054709	0.008179314	0.002326788	0.01135515	0.01469872	0.02311638	0.03099093	0.005799036	0.01275373	0.01060651	0.1488968	0.01292952	0.006713246	0.03168894	0.08181227	0.02471898	0.01559663	0.01074292	0.0148364	0.02045036	0.06592927	0.009272138	0.02194458	0.02835867	0.001033984	0.06118684	0.0195657	0.02698065	0.02610936	0.01683965	0.01595171	0.05817639	0.01634557	0.04971914	0.02596463	0.02026407	0.02497128	0.08645783	0.02925878	0.004912063	0.005316628	0.01546954	0.150183	0.174932	0.16074	0.16695	0.150151	0.197044	0.01998686	0.284104	0.252613	0.227243	0.23604	0.0612344	0.333259	0.899973	2.70553	3.198472
250	-11631.87	-11682.03	50.15609	0.5672022	0.005838257	0.02404907	0.06064972	0.005132946	0.04257223	0.0003685685	0.03730426	0.005487934	0.01068331	0.01017725	0.01101785	0.05937777	0.02906835	0.04201768	0.03652923	0.1062023	0.01652388	0.003323847	0.1033123	0.0645814	0.02157808	0.002653763	0.01260395	0.03745677	0.01132108	0.0009210155	0.0666822	0.01324138	0.1043404	0.03878161	0.1233877	0.0157743	0.07071815	0.0713092	0.06665281	0.02903745	0.1668514	0.01074849	0.0618905	0.01262785	0.006202504	0.002451394	0.04632168	0.002410775	0.005025621	0.03913985	0.06804906	0.004677738	0.009278483	0.0303955	0.07683979	0.02970602	0.04012389	0.02392928	0.02246925	0.01309778	0.00513449	0.005115413	0.01009526	0.02098273	0.01984321	0.02704718	0.01399014	0.01376017	0.008737186	0.1689423	0.02442878	0.01160738	0.0313335	0.1050505	0.01126973	0.01385125	0.01404948	0.01130019	0.01428405	0.07681654	0.004690913	0.02664287	0.03435765	0.000625691	0.05119076	0.009553258	0.01818345	0.01888806	0.0150003	0.01773607	0.06829411	0.01939623	0.06614898	0.01843502	0.020632	0.02529351	0.1111733	0.02415271	0.01013067	0.01207546	0.0135489	0.142902	0.178212	0.145198	0.164326	0.169054	0.200308	0.01998686	0.286424	0.254676	0.229099	0.229801	0.0464219	0.293542	0.863617	2.79642	3.226704
260	-11634.49	-11683.64	49.15552	0.7061595	0.007883877	0.02148622	0.03726282	0.005443615	0.06790981	0.0002657054	0.0285724	0.006706445	0.01270198	0.01709656	0.01156105	0.07079891	0.03513804	0.03485894	0.03263445	0.09937763	0.03259347	0.001874005	0.1152046	0.07046279	0.02711992	0.002076088	0.01843391	0.04018531	0.01654172	0.0006569418	0.06650324	0.01490041	0.1043404	0.04919436	0.1243507	0.01423835	0.07071815	0.06461789	0.03628548	0.0351471	0.1868744	0.005639617	0.07219578	0.00804957	0.01018085	0.006649705	0.0432747	0.006209301	0.003227846	0.02962305	0.0697721	0.001489035	0.01232114	0.01387282	0.08582447	0.03703062	0.04612489	0.0133949	0.02152559	0.007151608	0.005788315	0.00526362	0.008368021	0.01540908	0.04119035	0.03808317	0.01269815	0.005540524	0.007786378	0.168439	0.01687508	0.0124269	0.05217344	0.09833014	0.01361202	0.02065963	0.02085566	0.01115601	0.01537841	0.05366907	0.007818749	0.02368631	0.02784411	0.006460195	0.06753184	0.01267574	0.02520667	0.02406082	0.01638642	0.01203988	0.05613408	0.01765725	0.06142217	0.0158876	0.02488324	0.02484839	0.09404194	0.03728655	0.009189821	0.007725221	0.01717412	0.147226	0.187632	0.142259	0.160999	0.165631	0.196253	0.01998686	0.286424	0.254676	0.229099	0.229801	0.0755044	0.366422	0.92713	2.63094	3.289239
270	-11640.78	-11688.76	47.97395	0.6657258	0.01192136	0.03301173	0.04405088	0.005909812	0.06123575	0.0001377812	0.03420841	0.006959385	0.0109108	0.01467075	0.00870799	0.06133589	0.05367975	0.0527431	0.04888539	0.08606524	0.01340425	0.0002913562	0.09948945	0.07169113	0.02751765	0.003035339	0.01480309	0.04677673	0.01511495	0.0008159069	0.07957361	0.0158857	0.08158805	0.03496777	0.1099992	0.01145391	0.09428449	0.09271151	0.06126296	0.04617073	0.2160521	0.008683896	0.06618425	0.006390682	0.006621483	0.01301414	0.03786573	0.005134568	0.002944541	0.03952896	0.05237422	0.001213753	0.02256655	0.01342669	0.06115065	0.0432131	0.03879319	0.01281629	0.02583499	0.006727418	0.004886229	0.001801149	0.01789475	0.01614195	0.03136217	0.02499155	0.005472676	0.01228677	0.008921745	0.1654136	0.01327463	0.007678148	0.03429315	0.1129994	0.02425615	0.02664004	0.01458025	0.02456246	0.008826019	0.05284727	0.007387768	0.0302214	0.02690232	0.006672262	0.06467453	0.007997549	0.01358976	0.01639234	0.01424309	0.0141166	0.07339282	0.0168249	0.07529086	0.01721364	0.01984601	0.03861256	0.09589671	0.04181904	0.01198672	0.007030163	0.01803741	0.166828	0.190435	0.159004	0.167575	0.168106	0.148052	0.01998686	0.255019	0.238004	0.253101	0.253876	0.0668877	0.3469	0.911474	2.67474	3.363088
280	-11644.52	-11695.21	50.69163	0.5899174	0.01182087	0.02661336	0.06073027	0.007323888	0.04318106	0.0006483558	0.02424154	0.002912658	0.01002654	0.009576769	0.01538122	0.05040591	0.03830486	0.05023971	0.03439439	0.1038717	0.02093788	0.0004449993	0.09369891	0.05262025	0.01753919	0.003537712	0.04657367	0.05228646	0.01015523	0.000993329	0.06141646	0.01459041	0.09213382	0.02764304	0.09459767	0.01821384	0.08199386	0.09277243	0.05378876	0.05555138	0.1718343	0.004748394	0.06029368	0.007237519	0.01302148	0.006294901	0.03051638	0.008341807	0.008914886	0.04037229	0.05660192	0.004505241	0.01622151	0.009572995	0.08531615	0.0322377	0.0420358	0.01756781	0.01933988	0.007651242	0.002995774	0.0005616756	0.01341985	0.0142089	0.02283844	0.02767978	0.003470051	0.008244187	0.004235392	0.15524	0.008606989	0.01173966	0.0446262	0.1096492	0.02884155	0.04547138	0.02586249	0.01014637	0.01152974	0.06877296	0.007964767	0.01572652	0.02440902	0.002553878	0.04737327	0.0208335	0.01816533	0.02279765	0.01351851	0.02070378	0.07665452	0.01917454	0.06090121	0.01039889	0.0208228	0.01903332	0.1021341	0.02507776	0.005967267	0.00905309	0.008039766	0.162583	0.185589	0.154958	0.162182	0.163828	0.170859	0.01998686	0.252701	0.244931	0.2508	0.251568	0.0510354	0.306621	0.876087	2.76626	3.193232
