Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
8920	-11113.37	-11182.04	68.67441	0.008724812	0.018276	0.03254936	0.005858613	0.0435773	0.0002846873	0.01884827	0.001285716	0.01844505	0.01450938	0.01206624	0.04858958	0.01599339	0.0313438	0.02716858	0.06126506	0.01442825	0.000309917	0.06849048	0.03768236	0.0199322	0.003605533	0.01491071	0.02818243	0.01071236	5.187157e-05	0.03052866	0.02012129	0.06024494	0.01675882	0.07723392	0.004696176	0.05513264	0.05324439	0.03231824	0.03508889	0.1059256	0.004818765	0.05282354	0.009187982	0.003435723	0.001466507	0.03782203	0.00512355	0.001584059	0.01711663	0.03987854	0.0001449455	0.01110258	0.009053228	0.01976219	0.003488369	0.009184465	0.01917324	0.0712261	0.01769796	0.01920251	0.04217422	0.01459192	0.004002236	0.007603451	0.01515591	0.1068653	0.006894215	0.02006356	0.009308953	0.03386859	0.01013784	0.003000822	0.01392795	0.02644723	0.01461202	0.1126308	0.04017079	0.009415675	0.008548529	0.0468702	0.004349587	0.01617095	0.01004916	0.01630624	0.03899961	0.01897571	0.01632569	0.007008386	0.0108455	0.01983434	0.002534639	0.01728321	0.006335575	0.001289082	0.010202	0.01972609	0.01586532	0.004127161	0.01040394	0.01861953	0.173467	0.183156	0.16744	0.147999	0.157011	0.170928	0.25698	0.257867	0.251221	0.233933	2.21322
8930	-11101.48	-11170.05	68.57729	0.008835287	0.02816842	0.03011988	0.00662039	0.03423932	0.0003221153	0.02934904	0.001413883	0.009026113	0.00640563	0.009516533	0.04352301	0.01806303	0.03130587	0.0287586	0.06554306	0.01114744	0.0001583702	0.06849048	0.04031272	0.01444982	0.005708296	0.009943195	0.02818243	0.01527604	1.476931e-05	0.03862062	0.009851911	0.06363896	0.02238367	0.0697755	0.00676808	0.04295699	0.05664059	0.0279972	0.03732701	0.1205144	0.003359596	0.05326951	0.007857482	0.004653058	0.006654669	0.0304135	0.004096091	0.003198189	0.01950644	0.05435577	0.0002693801	0.01159139	0.007609558	0.02583024	0.001585376	0.008157977	0.03023118	0.0595125	0.01338043	0.01470947	0.04022857	0.01239573	0.002153045	0.01211697	0.01021836	0.144232	0.01100163	0.01839743	0.01132157	0.04145249	0.008639185	0.00842245	0.01898585	0.04277529	0.007546313	0.08298483	0.04517266	0.008745772	0.005461034	0.03662384	0.002551727	0.01188708	0.01105787	0.01519862	0.03118236	0.0180368	0.01998137	0.01117449	0.00799337	0.01277928	0.00386432	0.01693481	0.005432706	0.0008166928	0.007932967	0.02004199	0.01760074	0.003974101	0.01220661	0.01815689	0.175369	0.181102	0.169276	0.149621	0.158732	0.1659	0.258093	0.25748	0.250845	0.233582	2.21929
8940	-11116.93	-11186.47	69.54801	0.005877992	0.0255969	0.0344149	0.005646508	0.03356888	0.0001331181	0.02726751	0.002437641	0.008642541	0.01740023	0.006494039	0.02921992	0.02477984	0.02727795	0.02259067	0.06008111	0.0154149	0.0002306747	0.06145235	0.03814929	0.009886894	0.002650883	0.009827334	0.01024177	0.00556571	9.924501e-06	0.04648751	0.007344909	0.06099042	0.02544514	0.05861949	0.003657126	0.05592394	0.06873898	0.04228321	0.02884184	0.1253917	0.002942623	0.04651622	0.008293069	0.00527332	0.006640282	0.02742053	0.007081983	0.001129015	0.01357801	0.03579096	0.0002399442	0.009505261	0.006047421	0.01646675	0.003720969	0.007821049	0.03012932	0.06540661	0.0152461	0.01276224	0.05001691	0.01717009	0.003030066	0.009817188	0.01232304	0.1233546	0.01024057	0.02552803	0.009652751	0.03781078	0.001720427	0.004532757	0.01270336	0.03620045	0.01436662	0.07805819	0.0448717	0.006050995	0.005683937	0.05378546	0.005621845	0.004200842	0.0187104	0.01611027	0.03510259	0.02098876	0.02172004	0.005163758	0.01136866	0.01028858	0.005416203	0.01611671	0.004731292	0.001806579	0.01023544	0.02282569	0.009673066	0.01041071	0.01323718	0.02737835	0.175369	0.181102	0.169276	0.149621	0.158732	0.1659	0.253474	0.252872	0.246355	0.247299	2.15862
8950	-11113.97	-11182.35	68.37837	0.004823685	0.02543823	0.02782066	0.005126486	0.03316554	7.403742e-05	0.02826826	0.002650209	0.005759102	0.01750397	0.006155945	0.03950016	0.01907035	0.02809175	0.02429382	0.06153044	0.01128604	0.0002916751	0.06056337	0.04726043	0.007306955	0.002434352	0.01146345	0.009991834	0.01042201	0.0002912656	0.03295133	0.007976695	0.08314333	0.0313069	0.07676828	0.008548115	0.05773812	0.04942228	0.03103913	0.0322721	0.147591	0.01073934	0.0353804	0.00548444	0.005974415	0.003164435	0.02963732	0.006666422	0.001080279	0.02646344	0.04355533	0.001702442	0.01348362	0.01210577	0.01886873	0.007814616	0.009014544	0.0304445	0.05490176	0.01686482	0.01162261	0.05083127	0.008992387	0.004629892	0.007043626	0.01976192	0.1367664	0.0102965	0.02032082	0.008419918	0.04688487	0.003642434	0.003981198	0.01092241	0.02378797	0.007929749	0.0766536	0.04734961	0.0221999	0.006872165	0.05378546	0.004851492	0.009692934	0.009826787	0.01940238	0.04738407	0.01114693	0.01763086	0.007687267	0.01279761	0.01095062	0.004633284	0.007307295	0.005122198	0.001324295	0.01439718	0.02795425	0.01730679	0.00500946	0.01180123	0.02011335	0.155894	0.192601	0.168992	0.158423	0.158467	0.165623	0.253474	0.252872	0.246355	0.247299	2.231723
8960	-11112.88	-11180.59	67.71024	0.00271391	0.02129105	0.03157313	0.002179596	0.03785035	0.000168509	0.03128814	0.001014665	0.009817213	0.01569485	0.006252528	0.04553002	0.02347028	0.02173769	0.02385789	0.07453393	0.01444504	0.0002718008	0.08339495	0.06321709	0.01092547	0.001377729	0.006898556	0.02302964	0.007903276	0.0002917644	0.03802811	0.01261835	0.06304145	0.0275824	0.08493066	0.01265772	0.04352067	0.06584429	0.04289615	0.03995987	0.1052244	0.008414825	0.03862006	0.005321356	0.007973591	0.002768796	0.04982129	0.005452836	0.001489693	0.02443878	0.05534623	0.001460542	0.008474642	0.0107132	0.02486078	0.005112978	0.006484724	0.02779816	0.0702456	0.01650075	0.0114997	0.05278844	0.0131765	0.005045238	0.015372	0.01551138	0.1044055	0.005748122	0.01916606	0.01548296	0.02735034	0.003629782	0.006904306	0.01551405	0.03559616	0.005035313	0.0784366	0.04252941	0.009942235	0.006488482	0.04066838	0.005078177	0.01412665	0.01172588	0.01874972	0.04099913	0.01493185	0.01226076	0.01468958	0.01266259	0.01776167	0.00394573	0.01057278	0.006546672	0.0009992167	0.009936331	0.02477001	0.01412649	0.008104925	0.01241713	0.0204527	0.152609	0.188543	0.165432	0.155085	0.155128	0.183204	0.253498	0.252864	0.246347	0.247291	2.273481
8970	-11112.56	-11180.68	68.1186	0.003403941	0.01817192	0.03724832	0.004090025	0.04562561	0.0003654426	0.02250528	0.001866105	0.007626874	0.006146295	0.00487462	0.03222851	0.02229127	0.02920484	0.02837758	0.06132271	0.01040311	0.0007507538	0.07873334	0.04947125	0.01281932	0.001353372	0.009240292	0.02215055	0.00671055	0.0003122231	0.03211912	0.01009446	0.06299598	0.01973287	0.07453886	0.005465418	0.06076586	0.04839667	0.02941679	0.02772159	0.1349915	0.007466418	0.03735141	0.006752182	0.003738214	0.005625202	0.03096953	0.0045954	0.004255115	0.02204633	0.0547908	0.001284181	0.0180157	0.01270862	0.0257538	0.00533451	0.004990514	0.01817386	0.06800096	0.02645502	0.01265809	0.03470947	0.01493299	0.005771907	0.01011821	0.01826959	0.111439	0.01427201	0.02411457	0.009720431	0.0405535	0.009328534	0.003351276	0.0161126	0.0426118	0.01625762	0.07827281	0.05458112	0.005621217	0.004196438	0.03637751	0.003473795	0.009403808	0.009886262	0.02704659	0.05989838	0.01404925	0.02088542	0.008047977	0.0110513	0.01481325	0.001630214	0.01581009	0.009182447	0.001550292	0.01312404	0.02297039	0.0217593	0.009088017	0.006808585	0.02236764	0.158553	0.169353	0.171875	0.14964	0.16024	0.19034	0.251369	0.250741	0.252676	0.245215	2.247959
8980	-11134.53	-11201.96	67.42916	0.008649566	0.02496929	0.02934373	0.002869595	0.03373421	0.001546287	0.03237547	0.003117063	0.01276372	0.009163727	0.003292965	0.04448486	0.0216859	0.02683985	0.02593421	0.0695531	0.0102515	0.0008471674	0.09716703	0.04473773	0.01307181	0.001712605	0.01439679	0.0210527	0.01264193	0.0001612286	0.03176243	0.008029486	0.06290496	0.01714282	0.06953635	0.009496422	0.05678501	0.05194542	0.02407282	0.03256694	0.1349915	0.003067852	0.05238754	0.01420946	0.003390414	0.001808985	0.04468544	0.007165948	0.001566706	0.01888602	0.0451348	0.0004518738	0.009585101	0.01130402	0.01356282	0.00587098	0.008324116	0.0318043	0.06934824	0.02970372	0.01190697	0.04833693	0.02481102	0.008482025	0.005686424	0.02124635	0.1319589	0.007208449	0.01705371	0.006194817	0.04174714	0.007725703	0.001226435	0.01593374	0.03030959	0.007140114	0.07470154	0.06326866	0.01188511	0.007538421	0.03734501	0.007886289	0.006439033	0.007947877	0.02314939	0.03925431	0.01846723	0.009140454	0.0098359	0.01425721	0.0223263	0.002658924	0.009894755	0.01334166	0.004202011	0.008056089	0.02775936	0.01015267	0.002113519	0.01788894	0.01671285	0.155458	0.166047	0.14325	0.168772	0.157112	0.20936	0.283221	0.245088	0.23938	0.232311	2.291048
8990	-11132.31	-11199.89	67.58417	0.004739272	0.02052272	0.03827171	0.005077375	0.04266938	0.0007449942	0.02390263	0.004312262	0.006890951	0.0134095	0.0051208	0.03549532	0.03208453	0.02237327	0.03243998	0.06127727	0.01827787	0.0007121105	0.08117353	0.03519128	0.01368878	0.001759963	0.01079118	0.03374357	0.009244026	0.00029337	0.04591899	0.01775892	0.06015689	0.02327081	0.07459054	0.004791027	0.04942866	0.07088227	0.02987469	0.02940456	0.1284789	0.004116224	0.03019519	0.00456398	0.003399891	0.001142976	0.02537041	0.01318619	0.001729311	0.02669418	0.03270932	0.001492855	0.01006911	0.0160636	0.01001092	0.003178592	0.008681685	0.03112149	0.07908404	0.03352654	0.02078439	0.03671087	0.0104005	0.004905431	0.006497022	0.02014893	0.1052555	0.004354941	0.02093281	0.01465947	0.04780838	0.001546132	0.005934541	0.0160897	0.03457812	0.002837101	0.09184472	0.05230642	0.009132253	0.01428081	0.04532385	0.005489935	0.006989463	0.01506983	0.02205043	0.05119421	0.0170392	0.01516309	0.008897913	0.01399352	0.0215521	0.004037256	0.01070173	0.004081267	0.001622794	0.01461962	0.02576136	0.0102821	0.01161567	0.01266577	0.01710066	0.157047	0.167744	0.144714	0.170497	0.158718	0.201281	0.273118	0.246975	0.245808	0.234099	2.28136
9000	-11135.01	-11202.21	67.19654	0.009178001	0.01797803	0.0349319	0.005692061	0.03174577	0.001095771	0.0280244	0.002495274	0.01126257	0.01177189	0.005474806	0.05433872	0.03143319	0.03913012	0.02572772	0.05742889	0.01505342	0.0008576415	0.07419692	0.03675351	0.01485605	0.004537482	0.006896627	0.02610157	0.007146472	0.0004193186	0.04403244	0.007782545	0.07421277	0.02176631	0.04833123	0.007841632	0.0547371	0.05840257	0.03158645	0.02131239	0.127444	0.008038163	0.04759691	0.01163584	0.005364395	0.001107651	0.03493729	0.004041599	0.002479911	0.02384502	0.06490233	0.001130657	0.00841563	0.008580385	0.01626393	0.002486842	0.02446134	0.02566282	0.08704073	0.007291735	0.01280741	0.05287554	0.01150063	0.005413448	0.01208931	0.01289568	0.1255501	0.01097623	0.01949425	0.0170859	0.05193093	0.008190259	0.01703759	0.01145699	0.02485577	0.003027157	0.08763082	0.03496435	0.006361778	0.009397461	0.0484668	0.002541786	0.01513396	0.01120005	0.01555985	0.03847932	0.01286653	0.01725266	0.01132864	0.01557257	0.01454256	0.003886367	0.02006518	0.007545866	0.001862726	0.0116475	0.02394336	0.01432392	0.007476111	0.01515331	0.02393577	0.163578	0.17472	0.155217	0.151548	0.165318	0.189619	0.267744	0.242115	0.240972	0.249169	2.305587
9010	-11116.5	-11185.06	68.55901	0.008014394	0.01871787	0.02873468	0.005344737	0.03433849	0.0008430168	0.02619381	0.003979773	0.01278928	0.008554939	0.005287183	0.0415542	0.02058176	0.02260434	0.02310578	0.0710301	0.01500669	0.0006124502	0.08020563	0.05073405	0.01922482	0.005180976	0.00847564	0.028908	0.01263031	0.0008551104	0.04851115	0.01690901	0.05555809	0.02790672	0.06384319	0.006822066	0.05365094	0.05049165	0.04079829	0.02615367	0.1357421	0.005407504	0.0429951	0.009337898	0.004189274	0.002744373	0.02357723	0.004035433	0.008438803	0.02722211	0.06247082	0.00169485	0.01696714	0.003222153	0.007134469	0.00392568	0.02250938	0.03239494	0.07831162	0.0082433	0.02131506	0.03874962	0.0180068	0.01053801	0.005790823	0.01583312	0.1295553	0.008796024	0.01785007	0.008705205	0.03711717	0.004543187	0.005443684	0.02328219	0.02859536	0.005901856	0.06255604	0.03705671	0.006073668	0.002913418	0.04054669	0.004602743	0.01363968	0.009468332	0.01503783	0.03489117	0.01081147	0.02011128	0.005356867	0.01271086	0.01578666	0.002306163	0.01014181	0.006055372	0.00154168	0.01796512	0.01309505	0.01569188	0.008282734	0.01131255	0.01773699	0.159752	0.175519	0.155927	0.152241	0.166074	0.190486	0.263691	0.23845	0.254846	0.243013	2.220433
9020	-11106.44	-11176.28	69.84693	0.007260218	0.02203848	0.03194535	0.008568682	0.04541678	0.001800208	0.0263162	0.002439884	0.0111035	0.008530839	0.007245895	0.04123083	0.01691233	0.01857419	0.02376342	0.05584719	0.01065722	0.001984129	0.06562378	0.05006566	0.01585966	0.003688858	0.01412145	0.02713112	0.007954462	0.0007557403	0.04137118	0.01163613	0.07409243	0.02149388	0.06784202	0.01019452	0.03986062	0.06019686	0.03301842	0.02231709	0.1241558	0.01028888	0.03443764	0.00992238	0.007445884	0.001771789	0.03170191	0.003108101	0.006201451	0.02370092	0.04845743	0.002359135	0.008423412	0.01023476	0.006813466	0.01039928	0.009089182	0.03512848	0.07353271	0.01229112	0.01111625	0.04081224	0.01197114	0.002438903	0.008530751	0.01254725	0.1061374	0.01110106	0.01199753	0.01397624	0.03859983	0.003786857	0.005108843	0.01247911	0.02932505	0.007586009	0.06876939	0.04151719	0.002448474	0.003393324	0.0472474	0.006213488	0.01019985	0.01323662	0.02790563	0.03976137	0.01153999	0.01758488	0.008388061	0.01095756	0.01231826	0.005470695	0.0144458	0.006170082	0.0009640519	0.01456147	0.0238203	0.01828566	0.005914507	0.01017719	0.01280962	0.174945	0.172345	0.153108	0.149488	0.163071	0.187042	0.266497	0.240987	0.249659	0.242857	2.139938
9030	-11121.21	-11190.4	69.18715	0.008533652	0.02343701	0.03364084	0.005499418	0.02791388	0.001609966	0.02756893	0.002330374	0.007854877	0.01235861	0.00365232	0.04596596	0.0228923	0.03010792	0.02450816	0.05938027	0.01064241	0.001228927	0.06524656	0.03716954	0.01724649	0.002967406	0.01493499	0.03004081	0.01803609	0.0005615611	0.05241165	0.0130768	0.0638541	0.01829009	0.06405782	0.004977781	0.06983852	0.05706302	0.01680535	0.02801132	0.1227315	0.006315361	0.04099685	0.008277287	0.005837733	0.0008339845	0.03280026	0.002681492	0.006196203	0.02431226	0.04477318	0.004202901	0.006957584	0.008379046	0.02070827	0.01666629	0.005937509	0.02546939	0.05290732	0.009756302	0.02097766	0.05380363	0.01264105	0.001620892	0.006257386	0.01541733	0.1170947	0.01266558	0.03297715	0.01671343	0.03927163	0.004755901	0.0095394	0.01334729	0.02786356	0.004472952	0.06876939	0.05524011	0.005429089	0.003162539	0.04971413	0.002446881	0.01035658	0.005327476	0.01190134	0.03619985	0.0115089	0.02386623	0.006622114	0.01066887	0.01706553	0.003475595	0.009682626	0.005174214	0.001520899	0.01049104	0.02933591	0.0161314	0.002663424	0.01095458	0.01358951	0.174991	0.172391	0.152884	0.149528	0.163114	0.187091	0.263139	0.246257	0.255118	0.235486	2.181174
9040	-11122.28	-11191.18	68.90313	0.007221454	0.03122666	0.02471466	0.008902696	0.04632447	0.0003793558	0.03263886	0.007239935	0.006393901	0.007959962	0.004253293	0.03611826	0.02282133	0.03247166	0.02820973	0.0625121	0.006457611	0.001840961	0.0723466	0.06208992	0.01330212	0.0009967207	0.01116153	0.02551752	0.01370786	0.001744784	0.03371754	0.01190614	0.06990011	0.02526137	0.08156467	0.007989982	0.04689952	0.05512247	0.0404912	0.02925648	0.1280741	0.00746841	0.03949844	0.009072603	0.004807019	0.002740573	0.02669622	0.002948048	0.003319655	0.01493276	0.04419784	0.001524826	0.008775706	0.01052815	0.01572134	0.008494416	0.007942039	0.03356262	0.05223147	0.01684171	0.00849938	0.03731489	0.02307492	0.01229429	0.008284539	0.01137555	0.09927719	0.008941362	0.01811965	0.0113705	0.03849662	0.002808802	0.007479057	0.02159499	0.04020379	0.008092697	0.0650434	0.04038059	0.001535757	0.009701458	0.04871629	0.00692818	0.006464177	0.008573391	0.0154839	0.03910743	0.01951564	0.01491283	0.01754375	0.007121623	0.01665103	0.005339852	0.006994244	0.005361139	0.0008263784	0.008230068	0.02586661	0.01387141	0.004214593	0.01127841	0.03199373	0.179038	0.176432	0.15642	0.152986	0.166887	0.168237	0.238004	0.2521	0.261171	0.248725	2.198925
9050	-11133.12	-11202.12	69.00709	0.01714201	0.02634658	0.03803695	0.009222328	0.05042259	0.0001741489	0.02251955	0.001445973	0.007496068	0.007703222	0.004228908	0.04524387	0.02681222	0.02243219	0.02555707	0.06066085	0.0157695	0.0009614673	0.060484	0.04912509	0.01725461	0.003122729	0.01099416	0.02083663	0.01303286	0.001401312	0.04556557	0.006955877	0.07598219	0.03227588	0.07109791	0.01547424	0.03383757	0.05220132	0.02827938	0.03453975	0.1280741	0.003770664	0.03334607	0.008871441	0.006974506	0.003458246	0.03023764	0.003671134	0.005091915	0.02884733	0.04567866	0.001995731	0.007949619	0.009057622	0.008422721	0.01901696	0.006384056	0.02420495	0.07713404	0.01095969	0.009181668	0.05043857	0.006170031	0.007378422	0.01285122	0.006912553	0.1134596	0.006420507	0.0188101	0.01273345	0.04991687	0.004863605	0.003914312	0.01746951	0.03049631	0.005818361	0.07635553	0.06070008	0.002171265	0.009019893	0.02675965	0.004662053	0.007108584	0.008617934	0.01484576	0.02820244	0.01046785	0.01943109	0.009719777	0.0085905	0.02235967	0.001953659	0.007339159	0.004398522	0.002224125	0.005869212	0.03186376	0.02008867	0.004541307	0.01502416	0.01549488	0.172039	0.175021	0.155168	0.165328	0.165552	0.166892	0.2381	0.258897	0.25764	0.245363	2.192428
9060	-11122.47	-11191.18	68.7163	0.009765191	0.02383212	0.02934475	0.008409134	0.04175088	0.0001446475	0.01515777	0.003793894	0.00876751	0.01293429	0.004277387	0.04795034	0.01603054	0.01631785	0.02787089	0.06031682	0.006528384	0.001422988	0.06746847	0.03315554	0.01600258	0.002104331	0.01295914	0.03697417	0.01134488	0.001271366	0.04550352	0.01259736	0.06755226	0.01940784	0.05847818	0.006494723	0.04667578	0.07156242	0.04535998	0.0347783	0.1230788	0.002836642	0.04403056	0.01339199	0.003157369	0.006580853	0.03578716	0.007118905	0.005362772	0.0265639	0.0501922	0.002500022	0.007880469	0.01799787	0.01325814	0.009613858	0.007932959	0.02589234	0.07041904	0.01250991	0.008390851	0.04107837	0.008496014	0.003078577	0.006027869	0.01387229	0.1134809	0.007585699	0.02760584	0.004719055	0.03140225	0.01643064	0.007968385	0.02096683	0.03682028	0.005369203	0.07072915	0.05561116	0.002570881	0.00354145	0.04555984	0.009585646	0.01070506	0.01025542	0.02265377	0.03833319	0.01566457	0.01424586	0.006372341	0.01470305	0.01570987	0.000822981	0.02014091	0.005710538	0.00360315	0.01200396	0.0185492	0.01468584	0.004129449	0.01469991	0.01631015	0.180242	0.183366	0.162567	0.155946	0.143029	0.174849	0.239647	0.250452	0.249237	0.260664	2.210602
9070	-11115.71	-11184.66	68.95543	0.004568685	0.0180102	0.03932661	0.007669514	0.04294215	7.096554e-05	0.02704588	0.0009519724	0.01449689	0.011033	0.0105496	0.04247567	0.02110364	0.03271022	0.0232398	0.05692619	0.007157104	0.002187876	0.06965119	0.03447264	0.01319951	0.001236942	0.02034849	0.03533113	0.009651387	0.0004161603	0.05029119	0.02029304	0.06822219	0.02469836	0.0658849	0.008442342	0.05445615	0.06080355	0.02524072	0.03713435	0.1334727	0.003186156	0.04403056	0.01173323	0.004367309	0.00460794	0.02967238	0.003838669	0.005125252	0.02519091	0.0501922	0.001253258	0.01616338	0.008153039	0.01542284	0.01330872	0.00444652	0.02476462	0.07978103	0.01139694	0.009339555	0.03816612	0.01070389	0.005460408	0.005637705	0.01454029	0.08412655	0.005902279	0.01024076	0.0105015	0.04403064	0.004869499	0.004050399	0.01322013	0.02961013	0.009293884	0.08170001	0.04241896	0.004459291	0.004262904	0.04099042	0.003267681	0.003645771	0.01024403	0.01639648	0.03462596	0.02175511	0.01836481	0.00827437	0.0250141	0.02140556	0.001117413	0.01040828	0.007066648	0.004349298	0.007122494	0.01851448	0.0218171	0.004014277	0.008162522	0.02421749	0.180242	0.183366	0.162567	0.155946	0.143029	0.174849	0.239647	0.250452	0.249237	0.260664	2.195657
9080	-11130.85	-11199.63	68.77967	0.006910603	0.01676793	0.03449871	0.009808204	0.04037464	0.0001145661	0.0193907	0.001841828	0.01448935	0.008583079	0.008107112	0.05051567	0.02498077	0.02283779	0.02775239	0.07671867	0.01019074	0.001700668	0.06773015	0.03122071	0.01937072	0.0009385982	0.01166552	0.02811114	0.006331478	0.0002006089	0.03870286	0.009169846	0.07779614	0.01590819	0.06996045	0.01313835	0.0621214	0.05249509	0.04204853	0.02246848	0.1067312	0.006689542	0.044009	0.007854032	0.005304924	0.004895685	0.03235436	0.006671966	0.006613558	0.02331533	0.05370736	0.0002098766	0.01030455	0.01131665	0.02755814	0.009799252	0.00203857	0.04038962	0.06051523	0.01071446	0.01109111	0.04353733	0.007639796	0.006957354	0.005292256	0.01770493	0.07373207	0.009222072	0.01928537	0.008523062	0.03274908	0.008150344	0.008637389	0.02048217	0.0336219	0.01182951	0.0712219	0.06153541	0.005740124	0.006609332	0.04293112	0.007209788	0.004021203	0.008445091	0.01567283	0.03202263	0.01441964	0.01969043	0.006894903	0.01445655	0.02516963	0.01328842	0.01624132	0.0126781	0.009845482	0.008882138	0.02564679	0.02723975	0.005675297	0.007276177	0.009416777	0.179988	0.187827	0.161492	0.154915	0.142084	0.173693	0.23718	0.258167	0.246672	0.257981	2.206642
9090	-11123.93	-11192.33	68.39735	0.006264153	0.02314919	0.02999114	0.006265234	0.03504762	9.210852e-05	0.02485632	0.004512804	0.008710676	0.01321283	0.00765285	0.04036728	0.02939858	0.03429152	0.03211456	0.05830693	0.009613305	0.0001473848	0.08859925	0.04346501	0.01862433	0.001697108	0.01009138	0.02473107	0.007055511	4.969714e-05	0.03446427	0.006566021	0.06547602	0.01546583	0.07748794	0.006712357	0.05885882	0.05635749	0.03702191	0.02832731	0.1182273	0.003992181	0.03790938	0.005902316	0.001473771	0.005443375	0.03611714	0.006983628	0.001987365	0.02363021	0.04023542	0.0002373625	0.01304678	0.01096591	0.01646398	0.01167787	0.001447871	0.03939176	0.07473222	0.009000636	0.01340962	0.03512857	0.01185588	0.009305884	0.007940496	0.02215157	0.1164768	0.00557491	0.01047534	0.00622392	0.04118012	0.002395296	0.005740708	0.009814563	0.03531766	0.01211292	0.06401304	0.05344555	0.007749747	0.01444983	0.03684377	0.01008109	0.009216217	0.005922865	0.01944475	0.05086917	0.009242584	0.01829914	0.007331076	0.009556209	0.01652309	0.01019453	0.01256771	0.009758487	0.0066711	0.0124818	0.03079221	0.02322305	0.01179701	0.01558481	0.01546172	0.177954	0.185107	0.159667	0.153165	0.161233	0.162874	0.234624	0.25591	0.254265	0.255201	2.230537
9100	-11126.34	-11194.12	67.7786	0.006369825	0.03341354	0.04116796	0.009074959	0.0364506	0.0001567088	0.02821811	0.005969712	0.01097902	0.006266652	0.007826544	0.04220744	0.02088825	0.03398841	0.02427331	0.06511178	0.01160856	0.0005633835	0.06163997	0.04971388	0.01453199	0.0008931312	0.008824689	0.02291377	0.008531384	6.283405e-05	0.03759914	0.009436227	0.06534978	0.02036701	0.09140982	0.006187804	0.05695094	0.05094802	0.02946845	0.02398585	0.1370626	0.007547839	0.0534831	0.008520136	0.001847095	0.007557168	0.03387126	0.006140679	0.0006963613	0.0204141	0.05643105	0.0003133749	0.006092026	0.01949671	0.0156586	0.006838756	0.00361796	0.0240194	0.06255059	0.02261346	0.01378741	0.03071987	0.006091928	0.007340853	0.007608276	0.01539839	0.116507	0.01143311	0.02111645	0.0131953	0.04377121	0.01023642	0.003637644	0.01047518	0.023061	0.008657632	0.06874001	0.04577116	0.003774758	0.007123289	0.04624042	0.01008109	0.006183568	0.0108804	0.01159886	0.05358361	0.01009872	0.01905392	0.0166622	0.01124535	0.01454702	0.008560067	0.02129779	0.004228153	0.007703352	0.01902865	0.02343146	0.02112114	0.006458131	0.01323138	0.02740462	0.178028	0.185184	0.159734	0.153229	0.163302	0.160524	0.246593	0.251908	0.250289	0.25121	2.269208
9110	-11120.11	-11189.84	69.72649	0.003975118	0.02376925	0.02738564	0.007727478	0.03617607	0.0006463355	0.02295174	0.005117006	0.01007556	0.01107672	0.008403867	0.03556637	0.02138024	0.02142807	0.01843389	0.0614375	0.0124307	0.001553019	0.08905278	0.03410135	0.01428572	0.002204652	0.006420571	0.02674571	0.008166377	1.323928e-05	0.04282797	0.01323376	0.06200342	0.01708677	0.07197997	0.01407621	0.05495681	0.04423009	0.02564654	0.02174906	0.1255902	0.005938351	0.05087887	0.00875859	0.003538251	0.004179064	0.02212388	0.004926977	0.0003565785	0.0202332	0.04879475	0.001079666	0.01432452	0.01025217	0.005634457	0.007757408	0.006396214	0.03207662	0.07433078	0.01613722	0.02189204	0.04020815	0.01406518	0.008487237	0.01039534	0.01462437	0.1335405	0.004226485	0.02162228	0.005463456	0.04987796	0.008591166	0.005692664	0.01758606	0.03793653	0.005274294	0.07541078	0.05979675	0.004071717	0.004171037	0.03721667	0.007274807	0.006556284	0.006204906	0.02616122	0.02429021	0.01441361	0.01184319	0.007406029	0.005214735	0.01593538	0.005935499	0.009381482	0.005190488	0.001944197	0.01032284	0.01894878	0.01098414	0.004957339	0.01552539	0.01720096	0.176338	0.183426	0.158217	0.151774	0.16145	0.168795	0.245654	0.254755	0.249337	0.250254	2.147465
